neighbour UniProt;neighbour name - universal;neighbour in CSN;neighbour in SIGNOR;neighbour in ReactomeFI;neighbour DisProt IDP;neighbour DisProt disorder content;neighbour in AlphaFold;neighbour AlphaFold average pLLDT;neighbour AlphaFold disorder %;neighbour in IUPred;neighbour IUPred long score;neighbour IUPred long disorder %;neighbour IUPred short score;neighbour IUPred short disorder %;neighbour preclinical target;neighbour MCG target;target UniProt;target name - universal;target in CSN;target in SIGNOR;target in ReactomeFI;target of small molecule;target of antibody;target DisProt IDP;target DisProt disorder content;target AlphaFold average pLLDT;target AlphaFold disorder %;target IUPred long score;target IUPred long disorder %;target IUPred short score;target IUPred short disorder %;both in CSN;both in SIGNOR;both in ReactomeFI;both in all 3;in triangle - CSN;in  triangle - SIGNOR;in  triangle - ReactomeFI;not in any triangle;no. of triangles - CSN;no. of triangles - SIGNOR;no. of triangles - ReactomeFI;no. of in cycle - CSN;no. of in  cycle - SIGNOR;no. of in  cycle - ReactomeFI;no. of in unbalanced triangle - CSN;no. of in  unbalanced triangle - SIGNOR;no. of in  unbalanced triangle - ReactomeFI;neighbour – target inhibition - CSN;target – neighbour stimulation - CSN;neighbour – target stimulation - CSN;target – neighbour inhibition - CSN;neighbour – target inhibition - SIGNOR;target – neighbour stimulation - SIGNOR;neighbour – target stimulation - SIGNOR;target – neighbour inhibition - SIGNOR;neighbour – target inhibition - ReactomeFI;target – neighbour stimulation - ReactomeFI;neighbour – target stimulation - ReactomeFI;target – neighbour inhibition - ReactomeFI;DisProt neighbour third partner - CSN;target third partner - CSN;DisProt neighbour third partner - SIGNOR;target third partner - SIGNOR;DisProt neighbour third partner - ReactomeFI;target third partner - ReactomeFI;neighbour bridgeness - CSN;neighbour betweenness - CSN;target bridgeness - CSN;target betweenness - CSN;neighbour bridgeness - SIGNOR;neighbour betweenness - SIGNOR;target bridgeness - SIGNOR;target betweenness - SIGNOR;neighbour bridgeness - ReactomeFI;neighbour betweenness - ReactomeFI;target bridgeness - ReactomeFI;target betweenness - ReactomeFI;prognostic;predisposing;diagnostic;predictive;neighbour biomarker for target?
P42345;MTOR;1;1;1;1;9.14;1;77.48096314;9.55291566;1;0.203;5.5;0.177;5.1;0;1;P60568;IL2;1;1;1;0;0;0;0;84.44566116;4.541768045;0.125;0;0.14;2.6;1;1;1;1;0;0;1;0;0;0;14;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.00014;411.58335;0.008528;118.93757;8.600826;73839.38001;85.260149;16220.06457;0.097524;99079.27818;0.049656;34681.887;1;1;1;1;0
Q99650;OSMR;0;1;1;0;0;1;74.33653346;19.74293059;1;0.21;3.9;0.202;2.1;0;0;P60568;IL2;1;1;1;0;0;0;0;84.44566116;4.541768045;0.125;0;0.14;2.6;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.008528;118.93757;4.079357;13.354257;85.260149;16220.06457;0.000314;18805.39115;0.049656;34681.887;1;0;1;0;0
P14859;POU2F1;0;1;1;1;30.28;1;50.47756151;70.54436987;1;0.481;40;0.368;27.6;0;0;P60568;IL2;1;1;1;0;0;0;0;84.44566116;4.541768045;0.125;0;0.14;2.6;0;1;1;0;0;0;1;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.008528;118.93757;1.604632;12505.47835;85.260149;16220.06457;0.675398;161089.8818;0.049656;34681.887;1;0;1;0;0
P49716;CEBPD;0;1;1;0;0;1;67.04819435;27.88029925;1;0.69;79.2;0.545;62.5;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.000031;431.695785;0.00396;255.419079;1.343118;2539.325414;0.001805;3666.570756;0.010484;80542.94081;1;0;0;0;0
P49711;CTCF;1;0;1;0;0;1;59.65273508;49.68879668;1;0.533;49.7;0.429;32.6;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;1;0;1;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00091;0;0.000031;431.695785;0;0;1.343118;2539.325414;2.291065;906013.6235;0.010484;80542.94081;1;1;1;1;0
Q99062;CSF3R;0;1;1;0;0;1;74.41345366;22.48958815;1;0.284;10.2;0.262;9.8;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0.000031;431.695785;8.56004;1521.003577;1.343118;2539.325414;0.001001;12331.82489;0.010484;80542.94081;1;1;1;1;0
P53539;FOSB;0;1;1;0;0;1;60.36625343;49.7029703;1;0.676;81.7;0.521;53;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.000031;431.695785;0.447422;180.568841;1.343118;2539.325414;0.04193;1003.334379;0.010484;80542.94081;1;0;1;0;0
P15407;FOSL1;0;1;1;0;0;1;66.96680527;20.32913843;1;0.693;95.9;0.541;50.6;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;12;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.000031;431.695785;0.133199;4628.611359;1.343118;2539.325414;0.040642;33809.20426;0.010484;80542.94081;1;1;0;0;0
P10912;GHR;1;1;1;1;55.02;1;59.94340893;49.55223881;1;0.341;25.7;0.305;22.9;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;1;1;1;1;0;0;1;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.000053;931.230906;0.000031;431.695785;5.214142;3706.393474;1.343118;2539.325414;0.003197;4314.5228;0.010484;80542.94081;1;1;1;1;0
P48551;IFNAR2;0;1;1;0;0;1;64.67008127;38.06944102;1;0.353;34.2;0.31;31.8;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000031;431.695785;0.097714;6411.108898;1.343118;2539.325414;0.000391;1348.949163;0.010484;80542.94081;1;0;0;0;0
P38484;IFNGR2;0;1;1;0;0;1;83.93575462;7.712467241;1;0.137;0;0.168;5.3;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;6;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000031;431.695785;0.015981;6227.680518;1.343118;2539.325414;0.002014;4591.477019;0.010484;80542.94081;1;0;0;0;0
Q13651;IL10RA;0;1;1;0;0;1;62.81731246;50.6195089;1;0.357;29.8;0.325;26.8;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000031;431.695785;0.026336;4043.656765;1.343118;2539.325414;0.000358;1542.19923;0.010484;80542.94081;1;1;0;0;0
Q08334;IL10RB;0;1;1;0;0;1;82.63198529;16.16743472;1;0.186;7.4;0.198;9.5;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0.000031;431.695785;0.016833;6799.598373;1.343118;2539.325414;0.000318;3888.886739;0.010484;80542.94081;1;0;0;0;0
Q14626;IL11RA;0;1;1;0;0;1;82.0384775;17.54385965;1;0.36;20.9;0.33;19;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0.000031;431.695785;0.000159;0;1.343118;2539.325414;0.000327;459.165815;0.010484;80542.94081;0;0;0;0;0
P42701;IL12RB1;0;1;1;0;0;1;77.2554771;15.94626168;1;0.3;16.3;0.287;17.2;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;12;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000031;431.695785;0;12477;1.343118;2539.325414;0.010599;12580.77084;0.010484;80542.94081;0;1;0;0;0
Q99665;IL12RB2;1;1;1;0;0;1;73.66529483;22.61085907;1;0.259;11.1;0.238;10.7;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;1;1;1;1;0;0;1;0;0;0;11;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000031;431.695785;0;0;1.343118;2539.325414;0;0;0.010484;80542.94081;0;0;0;0;0
P78552;IL13RA1;1;1;1;0;0;1;82.33439489;10.49868766;1;0.218;4.2;0.229;3.7;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;1;1;1;1;0;0;1;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.000023;1180.663193;0.000031;431.695785;0.02367;200.855608;1.343118;2539.325414;0.000399;583.546888;0.010484;80542.94081;0;0;0;0;0
Q14627;IL13RA2;1;0;1;0;0;1;86.71280098;8.341353866;1;0.088;0;0.111;0.8;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;1;0;1;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.000008;49.895197;0.000031;431.695785;0;0;1.343118;2539.325414;0.007731;3689.564724;0.010484;80542.94081;1;0;1;0;0
Q13261;IL15RA;0;1;1;0;0;1;65.38506081;38.10728745;1;0.514;53.9;0.409;42.7;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000031;431.695785;0.145351;3820.571665;1.343118;2539.325414;0.00116;831.925671;0.010484;80542.94081;1;0;0;0;0
Q9UHF4;IL20RA;0;1;1;0;0;1;64.72744087;40.18181818;1;0.372;32.5;0.331;31.8;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0.000031;431.695785;0.002325;8397.83545;1.343118;2539.325414;0.000332;6084.259542;0.010484;80542.94081;1;0;0;0;0
Q9HBE5;IL21R;0;1;1;0;0;1;65.51274159;39.96162149;1;0.301;22.7;0.295;22.3;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.000031;431.695785;0.007041;2208.747678;1.343118;2539.325414;0.000247;575.543077;0.010484;80542.94081;1;0;0;0;0
Q969J5;IL22RA2;0;1;1;0;0;1;79.11275445;19.63704048;1;0.206;0;0.192;3.8;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;2;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0.000031;431.695785;0.001614;0;1.343118;2539.325414;0.000311;187.795869;0.010484;80542.94081;0;0;0;0;0
Q5VWK5;IL23R;0;1;1;0;0;1;68.93435701;35.62512384;1;0.233;12.9;0.216;10;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;5;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000031;431.695785;78.037808;20879.27593;1.343118;2539.325414;0.001457;3729.018608;0.010484;80542.94081;1;1;1;0;0
Q6UWB1;IL27RA;0;1;1;0;0;1;79.02110344;13.7466857;1;0.298;13.7;0.283;14.6;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;4;0;0;4;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0.000031;431.695785;0;0;1.343118;2539.325414;0.000421;1361.457608;0.010484;80542.94081;1;0;1;0;0
P31785;IL2RG;1;1;1;0;0;1;76.81579604;21.72309755;1;0.204;1.6;0.203;3;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;1;1;1;1;0;0;1;0;0;0;15;0;0;7;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0.000006;2.290914;0.000031;431.695785;0.122786;15589.41697;1.343118;2539.325414;0.010676;21490.85846;0.010484;80542.94081;1;0;1;0;0
P24394;IL4R;1;1;1;0;0;1;54.99843087;59.36406995;1;0.394;39.3;0.341;32.1;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;1;1;1;1;0;0;1;0;0;0;10;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0.000256;2111.172051;0.000031;431.695785;0.206206;12664.21737;1.343118;2539.325414;0.001723;7303.148166;0.010484;80542.94081;1;1;0;0;0
Q01344;IL5RA;0;1;1;0;0;1;83.97436348;14.09875074;1;0.144;1.9;0.151;1.4;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;7;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000031;431.695785;0.000191;4688.930592;1.343118;2539.325414;0.00055;4373.400327;0.010484;80542.94081;0;0;0;0;0
P16871;IL7R;0;1;1;0;0;1;68.66687891;36.28342983;1;0.208;5;0.22;10.2;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0.000031;431.695785;0.001236;1688.826852;1.343118;2539.325414;0.006254;4495.983793;0.010484;80542.94081;1;1;1;0;0
Q99836;MYD88;1;1;1;0;0;1;81.53912873;3.56223176;1;0.206;6.8;0.196;5.4;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;1;1;1;1;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.306786;1970.503611;0.000031;431.695785;8.560067;9838.561413;1.343118;2539.325414;0.127055;46038.77227;0.010484;80542.94081;1;0;1;1;0
Q99650;OSMR;0;1;1;0;0;1;74.33653346;19.74293059;1;0.21;3.9;0.202;2.1;0;0;P05231;IL6;1;1;1;0;1;1;8.96;86.04387852;3.247143716;0.271;7.5;0.265;12.3;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0.000031;431.695785;4.079357;13.354257;1.343118;2539.325414;0.000314;18805.39115;0.010484;80542.94081;1;0;1;0;0
P78536;ADAM17;1;1;1;0;0;1;72.59531685;23.81463864;1;0.264;14.7;0.248;16.4;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.000003;0;0.000008;25.949723;1.868015;14789.31;0.108306;91.48035;0.069663;27163.95725;0.007896;9455.54113;1;0;1;1;0
P09919;CSF3;0;1;1;1;4.83;1;85.03600616;3.130990415;1;0.142;1;0.163;4.3;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.000008;25.949723;0.006239;42.164306;0.108306;91.48035;0.002847;13758.44636;0.007896;9455.54113;1;1;1;1;0
P0DML2;CSH1;0;0;1;0;0;1;82.85824687;1.707455891;1;0.185;3.7;0.2;6.5;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;0;1;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0.000008;25.949723;0;0;0.108306;91.48035;0.000279;589.470829;0.007896;9455.54113;0;1;0;0;0
P0DML3;CSH2;0;0;1;0;0;1;82.87519067;1.13960114;1;0.181;3.7;0.197;6;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;0;1;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0.000008;25.949723;0;0;0.108306;91.48035;0.000279;589.470829;0.007896;9455.54113;0;0;0;0;0
P01241;GH;1;1;1;0;0;1;80.99641504;0.971983991;1;0.169;6;0.191;7.8;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;1;1;1;1;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.000037;35.954212;0.000008;25.949723;1.275043;3757.824727;0.108306;91.48035;0.020901;3376.452175;0.007896;9455.54113;0;1;0;0;0
P01242;GH2;0;0;1;0;0;1;81.70914748;5.681818182;1;0.124;0;0.146;1.8;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;0;1;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0.000008;25.949723;0;0;0.108306;91.48035;0.024395;7816.051914;0.007896;9455.54113;0;0;0;0;0
P01574;IFNB1;0;1;1;0;0;1;89.80077754;0;1;0.058;0;0.079;0.5;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.000008;25.949723;0.220642;5804.665763;0.108306;91.48035;0.005581;10494.42442;0.007896;9455.54113;1;0;0;0;0
Q86WN2;IFNE;0;0;1;0;0;1;81.04700601;7.558139535;1;0.117;1;0.138;5.8;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.000008;25.949723;0;0;0.108306;91.48035;0.000177;705.653501;0.007896;9455.54113;0;0;1;0;0
Q9P0W0;IFNK;0;0;1;0;0;1;81.5655899;5.872388481;1;0.15;6.8;0.178;13.5;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.000008;25.949723;0;0;0.108306;91.48035;0.000177;705.653501;0.007896;9455.54113;0;0;0;0;0
Q8IU54;IFNL1;0;1;1;0;0;1;83.49358613;10.18158236;1;0.279;14;0.263;13.5;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.000008;25.949723;0.001426;0.95;0.108306;91.48035;0.00014;160.583176;0.007896;9455.54113;0;0;0;0;0
Q8IZJ0;IFNL2;0;1;1;0;0;1;84.13807825;11.14670083;1;0.204;0;0.196;2;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.000008;25.949723;0.001426;0.95;0.108306;91.48035;0.00014;160.583176;0.007896;9455.54113;0;0;0;0;0
Q8IZI9;IFNL3;0;1;1;0;0;1;85.85381605;11.18421053;1;0.223;0;0.216;10.7;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.000008;25.949723;0.001426;0.95;0.108306;91.48035;0.00014;160.583176;0.007896;9455.54113;1;1;0;0;0
P05000;IFNW1;0;1;1;0;0;1;83.02310482;4.353393086;1;0.149;3.1;0.152;4.6;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.000008;25.949723;0.029136;23.743824;0.108306;91.48035;0.000177;705.653501;0.007896;9455.54113;0;0;0;0;0
P22301;IL10;0;1;1;0;0;1;89.06390514;12.27336123;1;0.198;7.9;0.203;2.8;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.000008;25.949723;0.000934;28.226488;0.108306;91.48035;0.00319;10868.862;0.007896;9455.54113;1;1;1;1;0
P35225;IL-13;1;1;1;0;0;1;86.53416812;1.627486438;1;0.094;0;0.122;2.1;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;1;1;1;1;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.000004;6.286034;0.000008;25.949723;0.004015;37.142483;0.108306;91.48035;0.003516;3013.36596;0.007896;9455.54113;1;1;1;0;0
P40933;IL15;0;1;1;0;0;1;84.25343386;4.746835443;1;0.099;0;0.135;4.3;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.000008;25.949723;0.004167;31.358214;0.108306;91.48035;0.000672;1055.203665;0.007896;9455.54113;1;0;0;0;0
Q8TAD2;IL17D;0;0;1;0;0;1;79.36398311;7.212475634;1;0.3;16.8;0.333;28.7;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;0;1;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.000008;25.949723;0;0;0.108306;91.48035;0.000613;1340.239179;0.007896;9455.54113;1;0;1;0;0
Q9UHD0;IL19;0;1;1;0;0;1;87.78330293;0.418994413;1;0.124;0;0.128;1.1;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.000008;25.949723;0.000716;1574.774418;0.108306;91.48035;0.00014;160.583176;0.007896;9455.54113;1;0;0;0;0
P60568;IL2;1;1;1;0;0;1;84.44566116;4.541768045;1;0.125;0;0.14;2.6;0;1;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;1;1;1;1;0;0;1;0;0;0;13;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0.008528;118.93757;0.000008;25.949723;85.260149;16220.06457;0.108306;91.48035;0.049656;34681.887;0.007896;9455.54113;1;1;1;0;0
Q9NYY1;IL20;0;1;1;0;0;1;93.18098775;0;1;0.12;0;0.133;3.4;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.000008;25.949723;0.000717;2587.142249;0.108306;91.48035;0.000143;309.828754;0.007896;9455.54113;1;0;0;0;0
Q9HBE4;IL21;0;1;1;0;0;1;84.1228684;3.220858896;1;0.377;27.8;0.374;29.6;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.000008;25.949723;0.003339;5.194816;0.108306;91.48035;0.002815;2327.55998;0.007896;9455.54113;1;1;1;0;0
Q9GZX6;IL22;0;1;1;0;0;1;89.48882796;3.573981415;1;0.132;0;0.147;1.1;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.000008;25.949723;0.006584;4165.559524;0.108306;91.48035;0.002026;2767.488716;0.007896;9455.54113;1;1;0;0;0
Q9NPF7;IL23A;0;1;1;0;0;1;80.95746388;5.894448252;1;0.262;14.8;0.262;12.2;0;0;P08887;IL6R;1;1;1;0;1;0;0;78.68593824;23.64287683;0.35;17.5;0.321;21.6;0;1;1;0;0;0;1;0;0;0;10;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0.000008;25.949723;3.965627;16632;0.108306;91.48035;0.00363;9173.260242;0.007896;9455.54113;1;0;0;0;0
